K8S-00001 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00785 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00786 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00787 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00788 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00789 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00790 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00791 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00792 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00793 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00794 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00795 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00796 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00797 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00798 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00799 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00800 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00801 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00802 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00803 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00804 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00805 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00806 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00807 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00808 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00809 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00810 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00811 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00812 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00813 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00814 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00815 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00816 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00817 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00818 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00819 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00820 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00821 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00822 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00823 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00824 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00825 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00826 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00827 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00828 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00829 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00830 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00831 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00832 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00833 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00834 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00835 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00836 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00837 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00838 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00839 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00840 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00841 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00842 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00843 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00844 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00845 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00846 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00847 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00848 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00849 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00850 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00851 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00852 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00853 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00854 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00855 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00856 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00857 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00858 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00859 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00860 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00861 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00862 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00863 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00864 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00865 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00866 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00867 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00868 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00869 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00870 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00871 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00872 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00873 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00874 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00875 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00876 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00877 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00878 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00879 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00880 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00881 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00882 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00883 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00884 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00885 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00886 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00887 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00888 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00889 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00890 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00891 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00892 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00893 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00894 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00895 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00896 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00897 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00898 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00899 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00900 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00901 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00902 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00903 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00904 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00905 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00906 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00907 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00908 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00909 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00910 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00911 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00912 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00913 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00914 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00915 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00916 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00917 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00918 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00919 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00920 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00921 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00922 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00923 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00924 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00925 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00926 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00927 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00928 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00929 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00930 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00931 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00932 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00933 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00934 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00935 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00936 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00937 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00938 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00939 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00940 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00941 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00942 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00943 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00944 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00945 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00946 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00947 | prod-api | 3 | 42.5 | 1200 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00948 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00949 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00950 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00951 | prod-api | 3 | 89.8 | 8500 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00952 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00953 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
K8S-00954 | data-pipeline | 5 | 94.1 | 12000 | RESOURCE_SATURATION_WARNING | TRIGGER_DYNAMIC_HORIZONTAL_POD_AUTOSCALING | 202
K8S-00955 | auth-service | 2 | 15.2 | 350 | CLUSTER_HEALTH_NOMINAL | RETAIN_CURRENT_POD_REPLICA_COUNT | 200
